input,correction,target
El niño le pregunta si quiere hacer also con él.,El niño le pregunta si quiere hacerlo también con él.,El niño le pregunta si quiere hacer algo con él.
"Primero, me gusta mucho leer novelas.","Primero, me gustan mucho las novelas.","Primero, me gusta mucho leer novelas."
Quiero ser el primero de mi familia en hablar español y enséñales ellas.,Quiero ser el primero de mi familia en hablar español y enseñarles a ellas.,Quiero ser el primero de mi familia en hablar español y enseñarles a ellas.
"Si fuera a Filipinas, nadaría en las playas todos los días.","Si fuera a Filipinas, nadaría cada día en las playas.","Si fuera a Filipinas, nadaría en las playas todos los días."
Tengo pelo negro pero el color natural de mi pelo es cafe.,Tengo pelo negro pero el color natural de mi cabello es café.,Tengo pelo negro pero el color natural de mi pelo es café.
TOKEN_ANONIMO siempre ayúdame.,"Token Anónimo, siempre estoy aquí para ayudarte.",TOKEN_ANONIMO siempre me ayuda.
"Yo sólo puedo hablar y comunicarse en inglés y español, pero ella puede escribir canciones y también cantar esas canciones en dos lenguas.","Sólo puedo hablar y comunicarme en inglés y español, pero ella puede escribir y cantar canciones en dos idiomas.","Yo sólo puedo hablar y comunicarse en inglés y español, pero ella puede escribir canciones y también cantar esas canciones en dos lenguas."
Ella no es artista que siempre esta en problemas y armando escándalo como Justin Bieber.,Ella no es una artista que siempre está en problemas y arropa el escándalo como Justin Bieber.,No es una artista que siempre esté en problemas y armando escándalo como Justin Bieber.
Agradecida por un papá  como el que me enseñó todo lo que se ahora.,"Agradecida por un papá, como el que me enseñó todo lo que sé hoy.","La manera de mi papá era tomando interés en mis gustos y apoyándome, aunque, había veces que no parecía como tal."
"Muchas personas famosas simbolizan el “cuerpo perfecto,” que es muy delgada.","Muchas personas famosas simbolizan el ""cuerpo perfecto,"" que es extremadamente delgado.","Muchas personas famosas simbolizan el “cuerpo perfecto,” que es muy delgado."
Yo estaba escupiendo mi sangre llenando mi boca cuando yo vi mis dientes.,Yo estaba escupiendo mi sangre y llenaba mi boca con ella cuando yo vi mis dientes.,Estaba escupiendo mi sangre llenando mi boca cuando vi mis dientes.
Le gusta carreras de coches.,Me gustan las carreras de coches.,Le gustan las carreras de coches.
Su cumpleaños es el dieciséis de septiembre.,Su cumpleaños es el dieciséptimo de septiembre.,Su cumpleaños es el dieciséis de septiembre.
Kauai es más natural y hay más caminatas en comparación con Oahu.,Kauai es más natural que hay más caminatas en comparación con Oahu.,Kauai es más natural y hay más caminatas en comparación con Oahu.
"Usando a su arte ella exploro preguntas de identidad, el genero, la clase social, la significancia de la raza, y también el tiempo postcolonial.","Utilizando su arte, ella exploró preguntas de identidad, género, clase social, la significancia de la raza y también el tiempo poscolonial.","Usando su arte, exploró cuestiones de identidad, género, clase social, significado de la raza, y también de tiempo postcolonial."
"Este niño llamado TOKEN_ANONIMO vivía solo con sus abuelos, su mama se había marchado Estados Unidos para mandarle dinero.",Este niño llamado Token_Anónimo vivía solo con sus abuelos; su madre se había marchado a Estados Unidos para enviárselo dinero.,"Este niño, llamado TOKEN_ANONIMO, vivía solo con sus abuelos; su mamá se había marchado a Estados Unidos para mandarle dinero."
"A las ocho de la noche, Mi amiga y yo volvemos a su casa.","A las ocho de la noche, mi amiga y yo volveremos a su casa.","A las ocho de la noche, Mi amiga y yo volvemos a su casa."
Yo estaba en los clubes de correr y bailar en escuela.,Estaba en el club de correr y bailar de la escuela.,"También, estaba en el club de música."
Ella es muy creativa y le gusta arte de todos tipos y le encantan los museos.,Ella es muy creativa y le gustan el arte de todos los tipos y le encanta el museo.,Es muy creativa y le gusta el arte de todos tipos y le encantan los museos.
Audrey Tautou es muy de carácter en una escena emocionante de cine cuando ella descrubió una caja de juguetes escondida en el baño de su apartamento.,"Audrey Tautou es muy de carácter en una escena emocionante del cine, cuando ella descubre una caja de juguetes escondida en el baño de su apartamento.",Audrey Tautou es muy de carácter en una escena emocionante de cine cuando ella descubrió una caja de juguetes escondida en el baño de su apartamento.
"Durante el USSR, muchas casas fueron construidos.","Durante el período del USSR, muchas casas fueron construidas.","Durante el USSR, muchas casas fueron construidas."
"Es interesante- el primer año, no me gusta ella (y lo mismo para ella).",No es interesante el primer año; no me gustan las dos ni a ella ni a ella.,"Es interesante; el primer año, no me gustaba ella (y lo mismo para ella)."
"Cuando comparando me mama le gusta compra ropa por mi papa, mi y mi hermano.","Cuando mis padres compran ropa para mí, mi mamá y yo y mi hermano nos la compramos.","Cuando se va de compras a mi mamá le gusta comprar ropa para mi papá, para mí y mi hermano."
"Cuando estaba con él, me pareció que el mundo entero ya no existía pero sólo él y yo.","Cuando estaba con él, me pareció que el mundo entero ya no existía, pero solo él y yo.","Cuando estaba con él, me pareció que el mundo entero ya no existía, sino solo él y yo."
"Su profesión acabó el 31 de marzo, 1995, cuando la presidenta del club de los aficionados de Selena, se mató; tenia solo 23 años.","Su profesión acabó el 31 de marzo de 1995, cuando la presidenta del club de los aficionados a Selena se mató; tenía solo 23 años.","Su profesión acabó el 31 de marzo de 1995, cuando la presidenta del club de fans de Selena, la mató; tenía solo 23 años."
Nosotros siempre haciamos una actividad divertida.,Nosotros siempre hacíamos una actividad divertida.,El primer día fui a Ensenada para comprar regalos.
Su cara se pone roja.,Su cara se pone rosa.,Su cara se pone roja.
"La mayoría de todos, quiero una vacación que es divertida y relajada.","La mayoría de la gente, quiere una vacación que sea divertida y relajante.","Sobre todo, quiero unas vacaciones que sean divertidas y relajadas."
Me di cuenta de que mi estado emocional era mucho más importante y precioso que la necesidad de ser educado con su narrativa sensacionalista y negativa.,Me di cuenta de que mi estado emocional era mucho más importante y precioso que la necesidad de ser educado con su narrativa sensacionalista y negativa.,Y ella todavía continuó.
"esppero que mi último trismestre en universidad de TOKEN_ANONIMO, TOKEN_ANONIMO sea divertido y memorable.",Espero que mi último trimestre en la Universidad deTOKEN_Anónimo sea divertido y memorable.,"Espero que mi último trimestre en la Universidad de California, TOKEN_ANONIMO sea divertido y memorable."
"Durante el día ir caminando a la ciudad y comprar un collar o pulsera de playa, y comprar (rent?)","Durante el día, es posible que desees ir caminando a la ciudad y comprar un collar o una pulsera de playa.","Durante el día iría caminando a la ciudad y me compraría un collar o pulsera de playa, y alquilaría un kayak."
Pero nunca perdió la fe que algo emocionante le esperaba.,Pero nunca perdí la fe de que algo emocionante le esperaba.,Pero nunca perdió la fe de que algo emocionante le esperaba.
Para el almuerzo comería la empeñada de Chile o los tamales.,"Para el almuerzo, comería la empanada de Chile o los tamales.",Para el almuerzo comería la empeñada de Chile o los tamales.
"""TOKEN_ANONIMO mi amigo!","""Tokyo Anonimo, ¿mi amigo?""","""¡TOKEN_ANONIMO, amigo!"
Su marido se llama Marín es un agente de policía.,Su marido se llama Marin; es un agente de policía.,Su marido se llama Marín es agente de policía.
Ella es una de las unicas personas que puedo ser mismo alrededor.,Ella es una de las únicas personas que puedo serme mismo alrededor.,Es una de las únicas personas con las que puedo ser yo misma.
"Nos jugamos frisbee y ""Cards Against Humanity"".","Nos vamos a jugar frisbee y ""Cards Against Humanity"".","Jugamos al frisbi y a ""Cartas contra la humanidad""."
Él no podía ir a la playa cuando era un chico y ahora saca a mi y mis hermanos a la playa muchas veces cuando posible.,Él no podía ir a la playa cuando era niño y ahora saca a mí y a mis hermanos a la playa muchas veces cuando sea posible.,Él no podía ir a la playa cuando era un chico y ahora nos saca a mí y a mis hermanos a la playa muchas veces cuando es posible.
Me gusta Netflix y Hulu mucho.,Me gustan Netflix y Hulu mucho.,Me gusta Netflix y Hulu mucho.
"Me encanta cómo está triste y arrogante, pero cambia a una persona cariñosa porque quiere ser un hombre mejor para su mujer.","Me encanta cómo está triste y arrogante, pero cambia a una persona cariñosa porque quiere ser un hombre mejor para su esposa.",Están enamorados.
"Dice que es una femenista, pero nunca ha usado su voz cuando verdaderament cuenta.","Dice que es una feminista, pero nunca ha utilizado su voz cuando verdaderamente cuenta.","Dice que es feminista, pero nunca ha usado su voz cuando verdaderamente cuenta."
"“Está muy tarde, chicas.","""Está muy tarde, las chicas.""","“Es muy tarde, chicas."
El hombre hace su boca sonreír y corazón contento.,El hombre hace que su boca se sonría y su corazón esté contento.,El hombre hace su boca sonreír y tiene el corazón contento.
Me encanta moda y makeup.,Me encanta la moda y el maquillaje.,Me encanta la moda y el maquillaje.
"Además, tuvo que irse a la cama sin cenar.","Además, tenía que irse a la cama sin cenar.","Además, tuvo que irse a la cama sin cenar."
Mi mamá se llama TOKEN_ANONIMO.,Mi madre se llama Token Anónimo.,Mi mamá se llama TOKEN_ANONIMO.
A veces me pongo la misma camisa porque me gusta como me hace parecer.,A veces me pongo la misma camisa porque me gusta cómo me hace parecer.,A veces me pongo la misma camisa porque me gusta cómo me queda.
Aunque de vez en cuando nos peleamos siempre arreglamos nuestras diferencias.,"Aunque de vez en cuando nos peleamos, siempre podemos arreglar nuestras diferencias.",Aunque de vez en cuando nos peleamos siempre arreglamos nuestras diferencias.
"Aunque juega al fútbol es muy creativo, inteligente y útil para su equipo.","Aunque juegue al fútbol es muy creativo, inteligente y útil para su equipo.","Aunque juega al fútbol, es muy creativo, inteligente y útil para su equipo."
"Me disculpo. """,Lo siento.,"Me disculpo."""
Tenía muchos amigos imaginarios con los que tuvo grandes aventuras.,Tener muchos amigos imaginarios con los que tuvo grandes aventuras.,Tenía muchos amigos imaginarios con los que tuvo grandes aventuras.
Le gustan montañas rusas y explorar.,Me gustan las montañas rústicas y explorar.,Le gustan las montañas rusas y explorar.
Me hace sentir mejor cuando estoy muy estresada con mis estudios y tengo dudas de mis abilidades academicas.,Me hace sentir mejor cuando estoy muy estresada con mis estudios y tengo dudas sobre mi capacidad académica.,Me hace sentir mejor cuando estoy muy estresada con mis estudios y tengo dudas de mis habilidades académicas.
"Aunque sus vidas son muy diferentes y no tienen mucho tiempo estos días, momentos como estos son atesorados y siempre recordar las amigas que afortunadas ellas están.","Aunque sus vidas sean muy diferentes y no tengan mucho tiempo estos días, los momentos como estos se asechan y siempre se recuerdan a las amigas que afortunadas ellas son.","Aunque sus vidas eran muy diferentes y no tenían mucho tiempo estos días, momentos como estos son atesorados y siempre recuerdan las amigas qué afortunadas son."
Yo soy estudiante de cuarto año.,Soy estudiante del cuarto año.,Soy estudiante de cuarto año.
Ella no tenía un infancia feliz y experimentado mucho abuso de sus parientes masculino.,Ella no tuvo una infancia feliz y experimentó mucha abusión de sus parientes masculinos.,Ella no tuvo una infancia feliz y experimentó mucho abuso de sus parientes varones.
